"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2359966";"QUININE SULFATE";"ANHYDROUS QUININE SULFATE|CHININUM SULPHURICUM|FEMA NO. 2977|GLS 1200|GLS-1200|GLS1200|NSC-5362|NSC-757298|QUALAQUIN|QUINAMM|QUINATE|QUININE HEMISULFATE ANHYDROUS|QUININE SULFATE|QUININE SULFATE (2:1)|QUININE SULFATE ANHYDROUS|QUININE SULFATE DIHYDRATE|QUININE SULFATE HYDRATE|QUININE SULPHATE|QUININE, SULFATE (2:1) (SALT)|Quinine sulfate";"Small molecule";"4.0";"782.96";"13";"38";"3.17";"45.59";"4";"1";"0";"4";"N";"0.88";"13.89";"9.05";"2.51";"0.86";"2";"MOL";"0";"24";"4";"1";"0";"324.1838";"0.83";"BASE";"C40H54N4O10S";"C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O";"ZHNFLHYOFXQIOW-LPYZJUEESA-N"
"CHEMBL1566";"ACARBOSE";"ACARBOSE|BAY G 5421|BAY-G-5421|GLUCOBAY|NSC-758915|Precose";"Oligosaccharide";"4.0";"645.61";"145";"2342";"-8.56";"321.17";"19";"14";"3";"9";"N";"0.10";"11.23";"7.03";"-7.61";"-7.77";"0";"MOL";"0";"44";"19";"14";"3";"645.2480";"1.83";"NEUTRAL";"C25H43NO18";"C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O";"XUFXOAAUWZOOIT-SXARVLRPSA-N"
"CHEMBL1405";"ESTRONE";"1,3,5-ESTRATRIEN-3-OL-17-ONE|ESTRADIOL METABOLITE E1|ESTROGENIC SUBSTANCE|ESTRONE|Estrone|FOLLICULAR HORMONE|FOLLICULAR-HORMONE|FOLLICULIN|FOLLICULINUM|KETOHYDROXYESTRIN|NATURAL ESTROGENIC SUBSTANCE-ESTRONE|NSC-9699|OESTRONE|Oestrone|THELYKININ|TOKOKIN|Theelin|WAY 164397";"Small molecule";"4.0";"270.37";"182";"589";"3.82";"37.30";"2";"1";"0";"0";"N";"0.78";"10.33";"None";"4.31";"4.31";"1";"MOL";"0";"20";"2";"1";"0";"270.1620";"2.10";"NEUTRAL";"C18H22O2";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O";"DNXHEGUUPJUMQT-CBZIJGRNSA-N"
"CHEMBL1256786";"FORMOTEROL";"FORMOTEROL|Foradil|Formoterol";"Small molecule";"4.0";"344.41";"26";"148";"2.22";"90.82";"5";"4";"0";"9";"N";"0.41";"8.61";"9.81";"1.06";"0.04";"2";"MOL";"0";"25";"6";"4";"0";"344.1736";"-0.07";"BASE";"C19H24N2O4";"COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1";"BPZSYCZIITTYBL-UHFFFAOYSA-N"
"CHEMBL1200718";"MAGNESIA, [MILK OF]";"CREMAFFIN|CRM OF MAGNESIA|E-528|E528|Hydro-Magna|INS NO.528|INS-528|MAGNESIA MAGMA|MAGNESIA, [MILK OF]|MAGNESII HYDROXIDUM|MAGNESIUM (AS HYDROXIDE)|MAGNESIUM HYDROXIDE|MIL-PAR|MILK OF MAGNESIA|Magnalax|Mint-O-Mag|Oxaine M|PHILLIPS MILK OF MAGNESIA|Phillips Magnesia Tablets|Phillips Milk of Magnesia Liquid";"Small molecule";"4.0";"58.32";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"57.9905";"None";"None";"H2MgO2";"[Mg+2].[OH-].[OH-]";"VTHJTEIRLNZDEV-UHFFFAOYSA-L"
"CHEMBL923";"RISEDRONIC ACID";"Actonel|M05BA07|NE-58095|RIDRON|RISEDRONATE|RISEDRONIC ACID|Risedronate";"Small molecule";"4.0";"283.11";"155";"497";"-0.37";"148.18";"4";"5";"0";"4";"N";"0.47";"0.68";"4.91";"-3.32";"-6.73";"1";"MOL";"0";"17";"8";"5";"0";"283.0011";"-0.19";"ACID";"C7H11NO7P2";"O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O";"IIDJRNMFWXDHID-UHFFFAOYSA-N"
"CHEMBL3545191";"EVINACUMAB";"EVINACUMAB|EVINACUMAB DGNB|EVINACUMAB-DGNB|Evkeeza|REGN-1500|REGN1500";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201564";"INTERFERON GAMMA-1B";"Actimmune|IFN-.GAMMA.|IFN-.GAMMA.1B|IMIFN|IMMUKIN|IMMUNE IFN|INTERFERON .GAMMA.-1B|INTERFERON GAMMA|INTERFERON GAMMA-1B|INTERFERON GAMMA-1B, RECOMBINANT|INTERFERON GAMMA-1B,RECOMB.|INTERFERON GAMMA-2A|INTERFERON-.GAMMA.|INTERFERON-.GAMMA. (HUMAN)|Interferon gama-1b";"Protein";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201581";"INFLIXIMAB";"ABP 710|ABP-710|AVSOLA|BOW-015|BOW015|CT P13|CT-P-13|CT-P13|INFIMAB|INFLECTRA|INFLIXIMAB|INFLIXIMAB (JANSSEN)|INFLIXIMAB (REMICADE)|INFLIXIMAB ABDA|INFLIXIMAB AXXQ|INFLIXIMAB DYYB|INFLIXIMAB QBTX|INFLIXIMAB-ABDA|INFLIXIMAB-AXXQ|INFLIXIMAB-DYYB|INFLIXIMAB-HJMT|INFLIXIMAB-PFIZER|INFLIXIMAB-QBTX|IXIFI|NI-071|PF-06438179|REMICADE|REMSIMA|TA-650|ZESSLY|cA2";"Antibody";"4.0";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109882";"TRISILICATE";"";"Small molecule";"4.0";"216.28";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"215.9214";"None";"None";"H4O8Si3";"O=[Si](O)O[Si](O)(O)O[Si](=O)O";"NPEYATQABYMBPM-UHFFFAOYSA-N"
"CHEMBL1690";"HYDROXYCHLOROQUINE SULFATE";"ERCOQUIN|Ercoquin|HYDROXYCHLOROQUINE SULFATE|HYDROXYCHLOROQUINE SULPHATE|Hydroxychloroquine Sulfate|NSC-4375|OXICHLOROCHINE SULFATE|OXIKLORIN|Oxichlorochine|Plaquenil|QUENSYL|QUINORIC|Quensyl|TCMDC-123987";"Small molecule";"4.0";"433.96";"19";"72";"3.78";"48.39";"4";"2";"0";"9";"N";"0.73";"None";"9.76";"2.89";"0.33";"2";"MOL";"0";"23";"4";"2";"0";"335.1764";"-1.23";"BASE";"C18H28ClN3O5S";"CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O";"JCBIVZZPXRZKTI-UHFFFAOYSA-N"
"CHEMBL437765";"RIFAMYCIN";"CB-01-11|M-14|RIFAMICINE SV|RIFAMYCIN|RIFOMYCIN|RIFOMYCIN SV|Rifamycin Sv";"Small molecule";"4.0";"697.78";"48";"139";"4.75";"201.31";"12";"6";"3";"2";"N";"0.14";"7.09";"None";"4.17";"3.68";"2";"MOL";"0";"50";"13";"6";"3";"697.3098";"2.39";"NEUTRAL";"C37H47NO12";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"HJYYPODYNSCCOU-ODRIEIDWSA-N"
"CHEMBL1660";"RIFAPENTINE";"ANTIBIOTIC DL-473IT|DL-473|KTC-1|MDL 473|MDL-473|PRIFITIN|Priftin|R-77-3|R-773|RIFAPENTIN|RIFAPENTINE";"Small molecule";"4.0";"877.04";"119";"622";"5.65";"220.15";"15";"6";"4";"5";"N";"0.09";"7.00";"7.82";"3.70";"3.78";"2";"MOL";"0";"63";"16";"6";"4";"876.4521";"1.50";"NEUTRAL";"C47H64N4O12";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"WDZCUPBHRAEYDL-GZAUEHORSA-N"
"CHEMBL603";"ZAFIRLUKAST";"Accolate|ICI 204,219|ICI-204,219|ICI-204219|ZAFIRLUKAST";"Small molecule";"4.0";"575.69";"201";"647";"5.70";"115.73";"7";"2";"2";"8";"N";"0.28";"4.29";"None";"6.40";"5.46";"4";"MOL";"0";"41";"9";"2";"2";"575.2090";"-0.95";"ACID";"C31H33N3O6S";"COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12";"YEEZWCHGZNKEEK-UHFFFAOYSA-N"
"CHEMBL566534";"ARTEMETHER";".BETA.-ARTEMETHER|ARTEMETHER|ARTEMETHERUM|ARTESAPH|Artemetheri|DIHYDROARTEMISININ IMPURITY G|FALCIDOL|GVITHER|LARITHER|MALARTEM|NSC-665970|NSC-759820|PALUTHER|SM 224";"Small molecule";"4.0";"298.38";"158";"927";"2.84";"46.15";"5";"0";"0";"1";"N";"0.70";"None";"None";"3.48";"3.48";"0";"MOL";"0";"21";"5";"0";"0";"298.1780";"3.83";"NEUTRAL";"C16H26O5";"CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3";"SXYIRMFQILZOAM-HVNFFKDJSA-N"
"CHEMBL1201568";"PEGFILGRASTIM";"CHS-1701|FULPHILA|FYLNETRA|GRANULOCYTE COLONY-STIMULATING FACTOR PEGFILGRASTIM|LUPIFIL-P|MYL-1401H|NEULASTA|NEULASTA SURECLICK|NEUPOPEG|NYVEPRIA|PEG-FILGRASTIM|PEGFILGRASTIM|PEGFILGRASTIM (NEULASTA)|PEGFILGRASTIM APGF|PEGFILGRASTIM BIOSIMILAR - LUPIN|PEGFILGRASTIM BMEZ|PEGFILGRASTIM CBQV|PEGFILGRASTIM FOR BIOASSAY|PEGFILGRASTIM JMDB|PEGFILGRASTIM PBBK|PEGFILGRASTIM-APGF|PEGFILGRASTIM-BMEZ|PEGFILGRASTIM-CBQV|PEGFILGRASTIM-JMDB|PEGFILGRASTIM-LJFD|PEGFILGRASTIM-PBBK|QL-0605|QL0605|TPI-120|UDENYCA|ZIEXTENZO";"Protein";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1292";"CLOFAZIMINE";"CHLOFAZIMINE|CLOFAZIMINE|CLOFAZIMINUM|COLFAZIMINE|G 30320|G-30320|Lamprene|NSC-141046";"Small molecule";"4.0";"473.41";"79";"346";"7.49";"42.21";"4";"1";"1";"4";"N";"0.27";"None";"6.63";"7.30";"7.24";"3";"MOL";"0";"33";"4";"1";"1";"472.1222";"-0.87";"NEUTRAL";"C27H22Cl2N4";"CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1";"WDQPAMHFFCXSNU-BGABXYSRSA-N"
"CHEMBL4297802";"PEGVALIASE";"BMN 165|BMN-165|PEG PAL|PEGVALIASE|PEGVALIASE PQPZ|PEGVALIASE-PQPZ|PHENYLASE|Palynziq";"Enzyme";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2103800";"COLESTILAN CHLORIDE";"BINDREN|CHOLEBINE|COLESTILAN|COLESTILAN CHLORIDE|COLESTIMIDE|Cholebine (Japan)|MCI-196";"Small molecule";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3707357";"BROLUCIZUMAB";"BROLUCIZUMAB|BROLUCIZUMAB DBLL|BROLUCIZUMAB-DBLL|Beovu|ESBA-1008|ESBA1008|RTH-258|RTH258";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201583";"BEVACIZUMAB";"12-IGG1|ABP-215|ALYMSYS|AVA-1|AVASTIN|BAT 1706|BAT-1706|BAT1706|BEVACIZUMAB|BEVACIZUMAB AWWB|BEVACIZUMAB BETA|BEVACIZUMAB BIOSIMILAR (FKB-238)|BEVACIZUMAB BVZR|BEVACIZUMAB MALY|BEVACIZUMAB-AWWB|BEVACIZUMAB-BVZR|BEVACIZUMAB-MALY|BI 695502|BI-695502|BI695502|BS-503|BS-503A|BYVASDA|CHS-5217|CT-16|CT-P16|CT-P16 (BIOSIMILAR OF BEVACIZUMAB)|FKB 238|FKB-238|FKB238|HLX 04|HLX-04|HLX04|IBI-305|IBI305|LY 01008|LY-01008|MVASI|PF-06439535|Q-1101|Q1101|R-435|RG-435|RHUMAB-|RHUMAB-VEGF|USP MAB 002, MONOCLONAL IGG1|ZIRABEV";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3833384";"EFLAPEGRASTIM";"EFLAPEGRASTIM|EFLAPEGRASTIM-XNST|HM-10460A|HM10460A|HNK-460|HNK460|Rolvedon|SPI-2012|SPL-2012";"Protein";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297566";"CASIMERSEN";"AMONDYS 45|CASIMERSEN|EXON-45: NG-12-0064|SRP-4045";"Oligonucleotide";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3990044";"RELATLIMAB";"BMS-986016|RELATLIMAB|RELATLIMAB RMBW|RELATLIMAB-RMBW";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201589";"OMALIZUMAB";"CT-P39|GBR 310|GBR-310|HS632|IGE25|OLIZUMAB|OMALIZUMAB|OMALIZUMAB BIOSIMILAR - SYNERMORE|RG-3648|RHUMAB-E25|SYN-008|SYN008|Xolair";"Antibody";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1201570";"ANAKINRA";"ALTA-2530|ALTA2530|AMG-719|ANAKINRA|Antril|INTERLEUKIN-1 RECEPTOR ANTAGONIST ANAKINRA|KINERET|OSP-101";"Protein";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3039537";"SEBELIPASE ALFA";"KANUMA|SBC-102|SEBELIPASE ALFA";"Enzyme";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3707382";"VESTRONIDASE ALFA";"Mepsevii|UX-003|UX003|VESTRONIDASE ALFA|VESTRONIDASE ALFA VJBK|VESTRONIDASE ALFA-VJBK";"Enzyme";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1482";"BETHANECHOL";"BETHANECHOL|Bethanechol";"Small molecule";"4.0";"161.22";"18";"45";"0.18";"52.32";"2";"1";"0";"3";"Y";"0.60";"None";"None";"-4.14";"-4.14";"0";"MOL";"0";"11";"4";"2";"0";"161.1285";"0.89";"NEUTRAL";"C7H17N2O2+";"CC(C[N+](C)(C)C)OC(N)=O";"NZUPCNDJBJXXRF-UHFFFAOYSA-O"
"CHEMBL6966";"VERAPAMIL";"CP-16,533-1|CP-16533-1|CP-165331|Calan|Covera-HS|D-365|IPROVERATRIL|Isoptin|NSC-272306NA|Tarka|VERAPAMIL|VERAPAMIL SLOW RELEASE|Verapamil|Verelan";"Small molecule";"4.0";"454.61";"300";"3537";"5.09";"63.95";"6";"0";"1";"13";"N";"0.42";"None";"9.68";"5.04";"2.79";"2";"MOL";"0";"33";"6";"0";"1";"454.2832";"-0.07";"BASE";"C27H38N2O4";"COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC";"SGTNSNPWRIOYBX-UHFFFAOYSA-N"
"CHEMBL1451";"TRIAMCINOLONE";"Aristocort|Aristocort A|DELPHICORT|FLUOXIPREDNISOLONE|Kenacort|Kenalog|NSC-13397|TRIAMCINOLONE|Triamcinolone|VOLON";"Small molecule";"4.0";"394.44";"218";"452";"0.62";"115.06";"6";"4";"0";"2";"N";"0.55";"11.75";"None";"0.24";"0.24";"0";"MOL";"0";"28";"6";"4";"0";"394.1792";"2.10";"NEUTRAL";"C21H27FO6";"C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F";"GFNANZIMVAIWHM-OBYCQNJPSA-N"
"CHEMBL3989987";"PATISIRAN";"ALN-18328|ALN-TTR02|GENZ-438027|PATISIRAN|SAR-438037";"Oligonucleotide";"4.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1237065";"TRAMADOL HYDROCHLORIDE";"ACEON|AMADOL|CG-315|CG-315E|CONTRAMAL|CONZIP|DROMADOL SR|DROMADOL XL|INVODOL SR|LARAPAM SR|MABRON|MANEO|MAROL|MAXITRAM SR|NIH-10969|NOBLIGAN RET|NSC-759105|OLDARAM|QDOLO|RYBIX ODT|RYZOLT|TILODOL SR|TRADONAL|TRADOREC XL|TRAMACET|TRAMADOL HCL|TRAMADOL HYDROCHLORIDE|TRAMADOL HYDROCHLORIDE CIV|TRAMAKE|TRAMAKE INSTS|TRAMAL|TRAMQUEL SR|TRAMULIEF SR|U-26,225A|U-26225A|ULTRAM ER|Ultram|ZAMADOL|ZAMADOL 24HR|ZAMADOL MELT|ZAMADOL SR|ZAMUDOL|ZERIDAME SR|ZERTANE|ZYDOL|ZYDOL SR|ZYDOL XL";"Small molecule";"4.0";"299.84";"";"";"2.63";"32.70";"3";"1";"0";"4";"N";"0.91";"13.80";"9.23";"2.45";"0.62";"1";"MOL";"0";"19";"3";"1";"0";"263.1885";"0.43";"BASE";"C16H26ClNO2";"COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl";"PPKXEPBICJTCRU-UHFFFAOYSA-N"
"CHEMBL1729";"CISAPRIDE";"ALIMIX|CISAPRIDE|CISAPRIDE MONOHYDRATE|Cisapride|PREPULSID|PREPULSID QUICKLET|PROPULSID QUICKSOLV|Propulsid|R-51,619|R-51619";"Small molecule";"4.0";"465.95";"156";"1012";"3.36";"86.05";"6";"2";"0";"9";"N";"0.44";"None";"8.24";"2.49";"1.59";"2";"MOL";"0";"32";"7";"3";"0";"465.1831";"-1.13";"NEUTRAL";"C23H29ClFN3O4";"COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC";"DCSUBABJRXZOMT-UHFFFAOYSA-N"
"CHEMBL1350";"TILUDRONIC ACID";"SKELID|SR 41319|SR-41319|Skelid|TILUDRONATE|TILUDRONIC ACID|Tiludronate|Tiludronic Acid";"Small molecule";"4.0";"318.61";"14";"67";"2.07";"115.06";"3";"4";"0";"4";"N";"0.50";"1.03";"None";"1.32";"-3.47";"1";"MOL";"0";"17";"6";"4";"0";"317.9284";"-0.78";"ACID";"C7H9ClO6P2S";"O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O";"DKJJVAGXPKPDRL-UHFFFAOYSA-N"
"CHEMBL498";"CHLORPROPAMIDE";"CHLORPROPAMIDE|Chlorpropamide|DIABEMIDE|Diabinese|GLYMESE|Glucamide|MELITASE|NSC-44634|NSC-626720";"Small molecule";"4.0";"276.75";"177";"2059";"1.74";"75.27";"3";"2";"0";"4";"N";"0.88";"3.33";"None";"1.94";"1.00";"1";"MOL";"0";"17";"5";"2";"0";"276.0335";"-1.74";"ACID";"C10H13ClN2O3S";"CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1";"RKWGIWYCVPQPMF-UHFFFAOYSA-N"
"CHEMBL284348";"DALFAMPRIDINE";"AMPYRA|Ampyra Extended Release|DALFAMPRIDINE|Dalfampridine|EL-970|FAMPRIDINE|FAMPRIDINE (4-AMINOPYRIDINE)|FAMPYRA|NSC-15041|Neurelan";"Small molecule";"4.0";"94.12";"49";"119";"0.66";"38.91";"2";"1";"0";"0";"Y";"0.51";"None";"8.95";"-0.07";"-0.97";"1";"MOL";"0";"7";"2";"2";"0";"94.0531";"-0.66";"BASE";"C5H6N2";"Nc1ccncc1";"NUKYPUAOHBNCPY-UHFFFAOYSA-N"
"CHEMBL1371770";"PIRIBEDIL";"ET-495|EU-4200|PIRIBEDIL|TRIVASTAL|TRIVASTAL LP";"Small molecule";"4.0";"298.35";"26";"76";"1.53";"50.72";"6";"0";"0";"3";"N";"0.86";"None";"6.73";"2.03";"1.95";"2";"MOL";"0";"22";"6";"0";"0";"298.1430";"-1.51";"NEUTRAL";"C16H18N4O2";"c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1";"OQDPVLVUJFGPGQ-UHFFFAOYSA-N"
"CHEMBL190";"THEOPHYLLINE";"ACCURBRON|AEROLATE|AEROLATE III|AEROLATE JR|AEROLATE SR|AQUAPHYLLIN|BRONKODYL|DIMETHYLXANTHINE|DOXOPHYLLINE METABOLITE M3|DURAPHYL|ELIXICON|ELIXOMIN|ELIXOPHYLLIN SR|Elixophyllin|LABID|LANOPHYLLIN|LASMA|NSC-2066|NSC-757346|NUELIN|NUELIN SA|NUELIN SA-250|PRO-VENT|QUIBRON-T|QUIBRON-T/SR|Quibron|Respbid|SLO-BID|SLO-PHYLLIN|SOMOPHYLLIN-CRT|SOMOPHYLLIN-T|SUSTAIRE|T-PHYL|THEO-DUR|THEOBID|THEOBID JR.|THEOCLEAR L.A.-130|THEOCLEAR L.A.-260|THEOCLEAR-100|THEOCLEAR-200|THEOCLEAR-80|THEOGRAD|THEOLAIR|THEOLIXIR|THEOPHYL|THEOPHYL-225|THEOPHYL-SR|THEOPHYLLINE|THEOPHYLLINE ANHYDROUS|THEOPHYLLINE MELTING POINT STANDARD|THEOPHYLLINE MONOHYDRATE|THEOPHYLLINE, ANHYDROUS|THEOPHYLLINE,ANHYDROUS|THEOPHYLLINE-SR|THEOVENT|Theo-24|Theochron|Theocin|Theolair-sr|Theophylline|UNI-DUR|UNIPHYLLIN CONTINUS|Uniphyl";"Small molecule";"4.0";"180.17";"287";"2924";"-1.04";"72.68";"5";"1";"0";"0";"N";"0.56";"7.82";"None";"-0.77";"-0.89";"2";"MOL";"0";"13";"6";"1";"0";"180.0647";"-0.75";"NEUTRAL";"C7H8N4O2";"Cn1c(=O)c2[nH]cnc2n(C)c1=O";"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"
"CHEMBL1433";"DOXYCYCLINE ANHYDROUS";"ANHYDROUS DOXYCYCLINE|DOXYCYCLINE (ANHYDROUS)";"Small molecule";"4.0";"444.44";"252";"2129";"-0.35";"181.62";"9";"6";"1";"2";"N";"0.33";"2.92";"7.46";"-3.29";"-3.57";"1";"MOL";"0";"32";"10";"7";"1";"444.1533";"1.81";"ACID";"C22H24N2O8";"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21";"JBIWCJUYHHGXTC-AKNGSSGZSA-N"
"CHEMBL76";"CHLOROQUINE";"Aralen|CHLOROCHINE|CHLOROQUINE|Chloroquine|NSC-187208";"Small molecule";"4.0";"319.88";"260";"5172";"4.81";"28.16";"3";"1";"0";"8";"N";"0.76";"None";"10.32";"3.93";"0.88";"2";"MOL";"0";"22";"3";"1";"0";"319.1815";"-1.27";"BASE";"C18H26ClN3";"CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12";"WHTVZRBIWZFKQO-UHFFFAOYSA-N"
"CHEMBL3989480";"MAGNESIUM CITRATE";"CITRAMAG|CITRIC ACID, MAGNESIUM SALT (2:3)|MAG CIT|MAG DIASPORAL 300|MAGCIT|MAGNESIUM CITRATE|NSC-83517";"Small molecule";"4.0";"451.11";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"449.9622";"None";"None";"C12H10Mg3O14";"O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2]";"PLSARIKBYIPYPF-UHFFFAOYSA-H"
"CHEMBL862";"GUANFACINE";"GUANFACINE|Guanfacine|INTUNIV|NSC-759121|Tenex";"Small molecule";"4.0";"246.10";"130";"373";"1.55";"78.97";"2";"3";"0";"2";"N";"0.55";"11.64";"8.65";"1.74";"0.49";"1";"MOL";"0";"15";"4";"4";"0";"245.0123";"-1.12";"BASE";"C9H9Cl2N3O";"N=C(N)NC(=O)Cc1c(Cl)cccc1Cl";"INJOMKTZOLKMBF-UHFFFAOYSA-N"
"CHEMBL1568057";"METAPROTERENOL SULFATE";"ALUPENT OBSTETRIC|Alupent|METAPROTERENOL SULFATE|METAPROTERENOL SULPHATE|ORCIPRENALINE SULFATE|ORCIPRENALINE SULPHATE|Prometa|TH-152";"Small molecule";"4.0";"520.60";"7";"12";"1.13";"72.72";"4";"4";"0";"4";"N";"0.60";"8.84";"9.70";"0.21";"-0.94";"1";"MOL";"0";"15";"4";"4";"0";"211.1208";"0.55";"BASE";"C22H36N2O10S";"CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O";"MKFFGUZYVNDHIH-UHFFFAOYSA-N"
